sample,gt_rows,pred_rows,joined_rows,row_completeness,gt_cols,pred_cols,matched_cols,matched_numeric_cols,matched_categorical_cols,unmatched_gt_cols,unmatched_pred_cols,col_match_rate,true_positives,false_positives,false_negatives,precision,recall,f1_score,avg_numeric_rmse,avg_numeric_corr,avg_categorical_exact_match,avg_categorical_overlap,task_completion_percentage,task_complete,token_usage,steps,time_taken,avg_task_completion_percentage,number_task_complete,total_token_usage,avg_token_usage,total_steps,avg_steps,total_time_taken,avg_time_taken
sample14_du_idum6,16111,16111,16111,1.0,16,16,16,0,16,0,0,1.0,10,6,0,0.625,1.0,0.7692307692307693,,,0.9422793433058159,0.7662989787989788,62.5,False,21965.0,3.0,61.48578500747681,,,,,,,,
sample15_7hgg77gw,16111,16111,16111,1.0,2,2,2,0,2,0,0,1.0,2,0,0,1.0,1.0,1.0,,,1.0,1.0,100.0,True,9954.0,3.0,27.739570140838623,,,,,,,,
sample18_dov7_bp6,16111,14586,14586,0.9053441747874124,8,8,8,4,4,0,0,1.0,8,0,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,True,922673.0,22.0,1054.5513851642609,,,,,,,,
sample13_actpmvan,16111,16111,16111,1.0,10,10,10,0,10,0,0,1.0,10,0,0,1.0,1.0,1.0,,,1.0,1.0,100.0,True,365082.0,15.0,347.424391746521,,,,,,,,
sample16_wzr60qo4,16111,16111,16111,1.0,6,6,6,2,4,0,0,1.0,3,3,0,0.5,1.0,0.6666666666666666,0.2956310710451179,0.999999838987292,0.9702377257774191,0.9393382352941176,50.0,False,37889.0,5.0,679.9082362651825,,,,,,,,
sample9_ni33tyl2,16111,16111,16111,1.0,4,4,4,0,4,0,0,1.0,1,3,0,0.25,1.0,0.4,,,0.9376823288436472,0.9058441558441559,25.0,False,42672.0,5.0,385.8881435394287,,,,,,,,
sample11_afk9a74d,16111,16111,16111,1.0,8,8,8,0,8,0,0,1.0,1,7,0,0.125,1.0,0.2222222222222222,,,0.8443609955930731,0.577724358974359,12.5,False,13828.0,3.0,29.952532052993774,,,,,,,,
sample17_m03zqjph,16111,16111,16111,1.0,3,3,3,0,3,0,0,1.0,3,0,0,1.0,1.0,1.0,,,1.0,1.0,100.0,True,460374.0,11.0,851.6894166469574,,,,,,,,
sample6_rxdpabck,16111,16111,16111,1.0,7,8,7,0,7,0,1,1.0,7,0,0,1.0,1.0,1.0,,,0.9970384032205148,0.8857142857142858,100.0,True,35038.0,4.0,109.30010533332825,,,,,,,,
sample3_dikoav7l,16111,16111,16111,1.0,1,1,1,0,1,0,0,1.0,1,0,0,1.0,1.0,1.0,,,1.0,1.0,100.0,True,45543.0,7.0,73.48871922492981,,,,,,,,
sample2_8fmocg71,16111,16111,16111,1.0,1,6,1,0,1,0,5,1.0,1,0,0,1.0,1.0,1.0,,,1.0,1.0,100.0,True,291062.0,17.0,698.976051568985,,,,,,,,
sample7_2xv_ym1o,16111,13220,13220,0.8205573831543665,5,5,5,0,5,0,0,1.0,4,1,0,0.8,1.0,0.888888888888889,,,0.8818305597579424,0.809090909090909,80.0,False,58362.0,4.0,374.52866792678833,,,,,,,,
sample4_wbxwgnrb,16111,16111,16111,1.0,4,5,4,0,4,0,1,1.0,4,0,0,1.0,1.0,1.0,,,1.0,1.0,100.0,True,18738.0,4.0,48.38251042366028,,,,,,,,
sample1_xpv_jhly,16111,16111,16111,1.0,1,1,1,0,1,0,0,1.0,1,0,0,1.0,1.0,1.0,,,0.9947241015455279,1.0,100.0,True,20572.0,4.0,85.76072359085083,,,,,,,,
sample5_3fc2stuz,16111,16111,16111,1.0,5,4,4,0,4,1,0,0.8,3,1,1,0.75,0.8,0.7741935483870969,,,0.7481068834957483,0.7152777777777778,60.0,False,19416.0,4.0,37.10535264015198,,,,,,,,
sample8_iskvxxb_,16111,9408,9408,0.5839488548196884,4,4,4,0,4,0,0,1.0,0,4,0,0.0,1.0,0.0,,,0.5807823129251701,0.5114267676767676,0.0,False,87429.0,5.0,165.8584566116333,,,,,,,,
sample12_f1g2df8h,16111,16111,16111,1.0,6,6,6,0,6,0,0,1.0,6,0,0,1.0,1.0,1.0,,,1.0,1.0,100.0,True,305136.0,16.0,511.66716051101685,,,,,,,,
sample20_72vyiel5,16111,16111,16111,1.0,1,1,1,0,1,0,0,1.0,1,0,0,1.0,1.0,1.0,,,0.9927999503444851,1.0,100.0,True,20408.0,3.0,56.51986384391785,,,,,,,,
sample10_siaenajz,16111,16111,16111,1.0,8,8,8,0,8,0,0,1.0,2,6,0,0.25,1.0,0.4,,,0.8602197256532804,0.5461309523809523,25.0,False,17857.0,3.0,654.7554688453674,,,,,,,,
sample19_ud_vwe3a,16111,16111,16111,1.0,2,2,2,2,0,0,0,1.0,2,0,0,1.0,1.0,1.0,0.0,1.0,,,100.0,True,55995.0,8.0,398.4954240322113,,,,,,,,
AGGREGATE,322220,311101,311101,0.9654925206380733,102,108,101,8,93,1,7,0.99,70,31,1,0.693069306930693,0.9901960784313726,0.8154085692866617,0.09854369034837263,0.9999999463290973,0.9342138068664539,0.8766761274501214,,,,,,75.75,12.0,2849993.0,142499.65,146.0,7.3,6653.477965116501,332.67389825582507
